8.1163e+06,2.4369e+05
7.5317e+06,2.8267e+05
5.0377e+06,2.5508e+05
6.9668e+06,2.8434e+05
8.4966e+06,3.8253e+05
5.5651e+06,2.7243e+05
6.6334e+06,3.1222e+05
1.2366e+07,3.2535e+05
6.7996e+06,3.6321e+05
8.4968e+06,2.8266e+05
1.085e+07,3.2127e+05
8.3608e+06,3.1967e+05
7.9719e+06,2.788e+05
6.1479e+06,3.6972e+05
7.7573e+06,2.3004e+05
1.0199e+07,4.1449e+05
6.897e+06,2.8711e+05
4.7615e+06,3.0531e+05
1.012e+07,4.6483e+05
9.6332e+06,2.4976e+05
8.0088e+06,3.1162e+05
9.2511e+06,3.1551e+05
4.6985e+06,2.2803e+05
9.1395e+06,2.7931e+05
7.7481e+06,2.5946e+05
5.7105e+06,2.6277e+05
7.4623e+06,2.898e+05
6.6033e+06,2.4034e+05
6.3572e+06,2.5227e+05
7.9928e+06,2.4523e+05
6.3214e+06,2.5571e+05
8.0282e+06,2.2174e+05
4.5002e+06,2.4356e+05
8.7178e+06,3.0986e+05
1.0223e+07,3.394e+05
6.3282e+06,2.4494e+05
7.0292e+06,2.5878e+05
8.3658e+06,2.8678e+05
9.852e+06,4.0837e+05
9.7714e+06,3.8315e+05
8.7621e+06,2.4933e+05
1.3266e+07,4.2716e+05
7.8371e+06,3.2977e+05
6.6294e+06,2.7989e+05
5.5229e+06,2.8862e+05
4.4335e+06,2.4148e+05
7.6809e+06,3.0183e+05
6.5118e+06,3.0829e+05
6.4699e+06,2.8604e+05
7.029e+06,2.8962e+05
5.3217e+06,2.8528e+05
6.9734e+06,3.0446e+05
6.235e+06,3.1146e+05
6.8152e+06,3.0529e+05
1.0939e+07,3.0602e+05
1.1823e+07,3.4003e+05
5.8913e+06,3.3725e+05
6.0645e+06,2.8752e+05
8.606e+06,2.9726e+05
7.3848e+06,2.5467e+05
9.3131e+06,3.5224e+05
1.1324e+07,3.8067e+05
7.8127e+06,3.1786e+05
9.7485e+06,3.8603e+05
9.2337e+06,3.0964e+05
9.8004e+06,3.2854e+05
5.8595e+06,3.0374e+05
7.3036e+06,3.3342e+05
1.2546e+07,3.6344e+05
1.5335e+07,4.8821e+05
1.1898e+07,5.5656e+05
8.7333e+06,4.2027e+05
1.5506e+07,6.2833e+05
1.3808e+07,6.1363e+05
5.7072e+06,3.8481e+05
5.3604e+06,3.7443e+05
8.6402e+06,3.7054e+05
8.0108e+06,3.0813e+05
1.7066e+07,4.7374e+05
1.4669e+07,3.8252e+05
8.6937e+06,3.532e+05
6.5674e+06,2.6592e+05
1.0312e+07,3.6347e+05
7.6686e+06,2.9175e+05
6.4515e+06,3.1641e+05
6.918e+06,3.5119e+05
1.2743e+07,3.539e+05
1.0051e+07,3.1321e+05
1.1089e+07,3.3864e+05
9.3777e+06,3.1074e+05
8.8625e+06,4.0959e+05
9.9124e+06,4.7857e+05
1.0017e+07,3.9531e+05
1.1108e+07,4.2624e+05
1.1333e+07,3.5135e+05
1.0362e+07,3.2710e+05
1.146e+07,4.1026e+05
1.0249e+07,3.8643e+05
1.0791e+07,3.4233e+05
9.3442e+06,2.8354e+05
7.2161e+06,2.8706e+05
8.2546e+06,3.623e+05
1.4031e+07,3.7212e+05
1.0553e+07,3.1957e+05
5.0704e+06,2.9906e+05
6.3713e+06,3.3662e+05
9.6063e+06,3.5298e+05
1.189e+07,4.1586e+05
1.3838e+07,4.5024e+05
1.6239e+07,5.1823e+05
1.2825e+07,4.8368e+05
1.4618e+07,4.9094e+05
1.4662e+07,5.2295e+05
1.358e+07,4.8565e+05
1.0169e+07,3.2538e+05
8.3453e+06,2.7638e+05
8.1928e+06,3.7376e+05
7.4406e+06,3.063e+05
9.5813e+06,3.7015e+05
7.4157e+06,2.7083e+05
